,artist_individual,streams
6775,Kendji Girac,33484977
8372,Marama,33522149
3513,Drakomafia,33552293
790,Ana Castela,33581579
12897,Thomas Acda,33601889
5395,Hver gang vi møtes,33611565
7677,London On Da Track,33622255
12807,The Lumineers,33626503
7825,Lucio101,33714680
3666,EST Gee,33734945
9240,My Chemical Romance,33744583
6482,KIDD,33779035
11486,San Holo,33804161
13098,Train,33818655
2240,Chanel,33820137
5078,Haftbefehl,33831252
1145,Avi,33845714
1338,Baby K,33850895
8348,Manny Flaco,33854689
532,Akhil Sachdeva,33881802
9634,Nipsey Hussle,33896799
1126,Audy,33902824
13191,Tuhan,33903702
3890,Elisa,33973337
10297,Pepe Aguilar,34105808
13600,Vũ.,34126089
10919,Rene Froger,34159510
1332,Babblarna,34162107
7372,Lasso,34162556
3331,Dj Chris No Beat,34179354
3364,Dj Nbeat,34197706
922,Ant Clemons,34254471
3786,El Casti,34277110
1594,Bianca,34306098
13766,Wincent Weiss,34348234
6749,Keisya Levronka,34437885
2840,DMX,34467762
692,Alligatoah,34500923
1662,Bipolar Sunshine,34513423
12167,SpotemGottem,34527349
5538,Immune,34568385
8200,Madhubanti Bagchi,34581072
8504,Marwa Loud,34597459
3396,Djay W,34609739
13003,Tokio Hotel,34639566
4299,FiNCH,34654689
6078,Jimilian,34672794
2917,Dakota,34677298
12545,Tagne,34685638
7275,La La Love You,34788735
1165,Axolotes Mexicanos,34788735
14167,Zara Khan,34847958
153,88rising,34907847
1918,Bryce Vine,34911198
849,Andrés Calamaro,34928284
2048,CMC$,34951697
4776,Gia Koka,34951697
13650,Wafia,34962122
7768,Louis The Child,34962122
6451,KALUSH,34966591
9821,OLEK,34995649
11750,Shawn Hook,35006351
6572,Kalash,35038999
11322,SLANDER,35088118
3595,Dylan Matthew,35088118
1257,BEHM,35347097
1120,Atomic Otro Way,35363443
4526,Funda Arar,35376493
4161,FKA twigs,35376532
9460,Neeka,35379166
11366,SUPER-Hi,35379166
11568,Savage Ga$p,35408753
1453,Batuhan Kordel,35423106
1192,Azahriah,35441569
11008,Ringnes-Ronny,35607977
14498,mrld,35611066
2467,CoCo,35625520
1770,Boef,35629409
5489,Idaly,35656069
13321,Uru,35756217
2742,DJ KOSTA 22,35796591
11500,Sanjay Leela Bhansali,35804117
5431,ICEKIID,35860974
3737,Ege Balkiz,35888979
1963,Burry Soprano,35888979
5997,Jeff Costa,35890799
4440,Franglish,35918668
13933,Yay,35955284
11136,Rose Villain,35959696
604,Alex Aiono,35975127
5277,Hight,35975127
6087,Jireel,36080153
13692,WeiBird,36088344
8006,MC Kevinho,36121181
13064,Toploader,36183281
14492,milet,36223574
7912,Léo & Raphael,36293138
10228,Patrickananda,36324158
11247,SAF,36343828
14298,be vis,36397017
1820,Bossikan,36409229
4602,GOMBAO 33,36416558
765,Amitabh Bhattacharya,36430636
2678,DIVINE,36453051
4469,Fred again..,36461623
12342,Sunidhi Chauhan,36495137
3120,Deemz,36512211
598,Alessandra Amoroso,36521457
13891,Yahya,36538741
14257,Zuna,36553206
6048,Jessé Aguiar,36553256
8668,Mc Gw,36617292
10755,Rahul Sipligunj,36687041
7239,LUNA,36702387
2868,DVBBS,36807995
4694,Gaullin,36808097
13060,Topher Ngo,36831468
4332,Finneas O'Connell,36831468
4889,Grayson Villanueva,36831468
109,4*TOWN (From Disney and Pixar’s Turning Red),36831468
6216,Jordan Fisher,36831468
6249,Josh Levi,36831468
14134,Zac Brown Band,36834933
11284,SFR,36845752
3317,Diyar Pala,36878149
48,1986zig,36902401
13813,XYLØ,36913732
4700,Gazapizm,36919631
5316,Homer El Mero Mero,36921007
4583,GG,36994852
4241,Fasma,36994852
7716,Los Elegantes de Jerez,37020997
5514,Il Tre,37031754
10904,Rekha Bhardwaj,37034260
14206,ZetHa,37076822
3968,Emma Heesters,37086049
11687,Sevn Alias,37093459
12832,The PropheC,37124867
7661,Locura Mix,37128326
14484,mc jhenny,37173158
12813,The Minds Of 99,37177339
1763,Bobby Pulido,37205879
10268,Payung Teduh,37292367
2002,C de Cama,37310524
12803,The La Planta,37375929
12397,Swizz Beatz,37498108
8184,MadMan,37498112
3055,David Bisbal,37500222
12598,Tanishk-Vayu,37506492
1188,Ayushmann Khurrana,37506492
9170,Mr. Polska,37584108
7721,Los Gemelos De Sinaloa,37589267
3899,Ella Fitzgerald,37633363
9675,Nobeat,37697202
1941,Bugy,37715109
1059,Artz,37715109
1553,Benzz,37728508
5712,JC Reyes,37758895
14978,瘦子E.SO,37769192
4001,Endzone,37799808
12503,TM,37799808
11304,SHY Martin,37831593
8886,Mike Perry,37831593
13420,Vargas & Lagola,37863732
5479,Ice Cube,37978612
7485,Leo Santana,38026309
11576,Sayian Jimmy,38054345
13412,Vanessa Hudgens,38096165
11278,SERIOUS BACON,38131892
5679,J-AX,38142237
14022,Young M.A,38153355
11432,Salvador Da Rima,38158921
9987,Original Elias,38173990
9059,Moncho Chavea,38173990
5993,Jeeiph,38250571
456,Agnes,38254829
906,Anneth,38332674
9301,NGEE,38359445
10203,Parokya Ni Edgar,38366815
5980,Jazzy,38444897
11547,Sasha Alex Sloan,38597302
4287,Fer Palacio,38642601
12194,Stanaj,38669233
2180,Cash Cash,38678986
9666,No Te Va Gustar,38725315
4438,Franco126,38757190
12679,Tego Calderon,38789420
5782,JVG,38824638
4186,Fabbio,38905325
2408,Chus Santana,38905325
7473,Lennis Rodriguez,38905325
8008,MC L da Vinte,38914445
9233,Muti,38934940
11814,Shota Shimizu,38968671
1512,Belters Only,39022057
346,Abel de Jong,39044660
10,*NSYNC,39047427
9947,Omer Adam,39049240
320,Aaron Carter,39089078
9265,Męskie Granie Orkiestra 2021,39095924
12114,Sophia Somajo,39114062
4655,Gajendra Verma,39163392
7622,Linton,39232654
14003,Yotuel,39243713
12257,Stevan Pasaribu,39271440
10208,Pascal Letoublon,39279905
12591,Tancredi,39312446
12346,Sunny Malton,39342021
8383,Marciano Cantero,39397544
5552,Indravathi Chauhan,39406913
12912,Thug Slime,39461906
9092,Moon Taxi,39474323
8756,Melendi,39489740
4210,Fallen Roses,39511966
7849,Lujavo,39511966
2908,Dagny,39563733
6856,Kid Ink,39599460
4145,FAULHABER,39621324
12543,Taco Hemingway,39633045
9667,No.1,39681304
5019,HAIM,39763555
10675,RICTA,39796973
3118,Dedublüman,39827190
2346,Chivv,39834384
10714,Racoon,39886272
8416,Marian Hill,39920065
6803,Keung To,39936081
13325,Usher,39940685
5563,Ink Waruntorn,40082513
13568,Vladimir Cauchemar,40086403
13543,Virlan Garcia,40097365
12878,TheOvertunes,40103007
11263,SB19,40151860
14546,reezy,40157915
8978,Mitski,40182302
323,Aastha Gill,40183199
1066,Arz,40193274
8454,Mark Forster,40246035
11421,Sakiler,40287033
9610,Nile Rodgers,40384153
20,1.Cuz,40397044
11637,Seksendört,40400478
7982,MC Davo,40430930
13065,Topo La Maskara,40446489
13689,Weeekly,40457917
2952,Dani Fernández,40463593
4893,Greekazo,40481839
11921,SiraOne,40505050
13227,Tuğçe Kandemir,40512815
9817,OIK,40540913
9120,Moss Kena,40545329
12800,The Knocks,40545329
10865,Rebecca,40546950
14569,siouxxie sixxsta,40564251
3681,"Earth, Wind & Fire",40583076
2479,Cody Johnson,40604618
8713,Mc Vitin do LJ,40613893
8026,MC Marley,40613893
8095,MILLI,40622753
5187,Hava,40655625
2117,Canozan,40773362
6616,Kapil Kapilan,40778754
3206,Dhibu Ninan Thomas,40778754
2837,DMNDS,40782015
2946,Dance Fruits Music,40782015
8374,Marc Anthony,40817134
8024,MC Mari,40833260
4430,Francesca Michielin,40834087
13605,WALK THE MOON,40843191
2424,Ciro y los Persas,40846345
4863,Gorillaz,40867696
4943,Gryffin,40868757
11268,SDP,40875963
1487,Because,40914303
2058,CVBZ,40925494
5714,JC el Diamante,40931740
9172,Mr. Vegas,41004139
6779,Kenia OS,41013973
2445,Cleber & Cauan,41043079
3554,Dudu,41093845
1758,Bob do Contra,41093845
8369,Maquiny,41093845
3983,Empire of the Sun,41104716
7729,Los Lara,41105561
1608,Big Baby Tape,41119686
9915,Oliwka Brazil,41130814
9564,Nico Valdi,41169963
7211,LOAM,41177863
5766,JS o Mão de Ouro,41204823
3665,ERNEST,41309852
9581,Night Skinny,41350871
12511,TOPIC42,41364850
10897,Rei 6,41365601
3385,Dj Wesley Gonzaga,41367942
14083,Yung Snapp,41422475
2633,DA Uzi,41459601
5210,Heijan,41466764
1049,Arthur Miguel,41481208
3830,El Reja,41488930
7355,Larissa Lambert,41563692
12678,Tegi Pannu,41585343
2942,Dan Ventura,41596694
4592,GIULIA BE,41622150
5331,Horacio Palencia,41652718
12754,The Blessed Madonna,41716592
8000,MC Joãozinho VT,41765198
9661,No Limit,41833369
4673,Game of Thrones,41860251
734,Amari,41901272
5951,Jay Chou,41949254
6663,Karpe,41987317
316,AYLIVA,42010403
12818,The Neptunes,42055737
7499,Leslie,42075057
11534,Sarettii,42130810
11968,Skizzy Mars,42131896
3110,Death Stranding: Timefall,42228837
13525,Vince Guaraldi Trio,42298851
11726,Shamur,42308925
5919,Jasmine Thompson,42387526
9065,Money Man,42388027
12714,Tesher,42416815
3508,Drago200,42418901
14451,kizaru,42424325
13479,Vicetone,42438485
13052,Tony Igy,42438485
9283,NAYEON,42484317
4382,Flume,42500369
9090,Montiego,42577376
7924,M. M. Keeravani,42692227
13977,Yo Yo Honey Singh,42748838
10003,Os Hawaianos,42821651
2693,DJ Bel da CDD,42821651
2650,DDG,42844001
13340,VAMERO,42868172
3251,Diho,42898134
4963,Guns N' Roses,42915238
3435,DomLaike,42961709
14643,yungest Moonstar,42991236
10344,Petter Ferraz,43113409
5454,IP Singh,43162323
1884,Broederliefde,43211966
5983,Jc La Nevula,43218772
13470,Veysel,43223855
7943,MAISONdes,43240494
14286,asmi,43260422
549,Al James,43264373
11437,Sam Dew,43349874
4834,Glenn Fredly,43400919
303,ATR Son Son,43402897
12884,Therapie TAXI,43563475
7300,La rappresentante di lista,43664673
8141,MV Killa,43675846
11021,Ritviz,43676692
14321,chiello,43683280
7813,Lucenzo,43713564
5467,IV Of Spades,43719824
7826,Luck Ra,43770833
13358,VINAI,43796785
12956,Tina Turner,43827549
10184,Papatinho,43851556
5523,Ilkay Sencan,43899147
13514,Vilen,43948689
10982,Ricky Rich,43997864
6861,Kidd Keo,44022068
3016,Dargen D'Amico,44086855
5811,Jacuś,44120940
12649,Taylour Paige,44140238
14060,Yssi SB,44223720
4468,Fred Rabe,44251870
264,ANNA,44261206
3818,El Mas Ladron,44273713
802,Ananya Bhat,44323231
429,Adriel Favela,44352565
8219,Maffio,44395398
5852,James Bay,44411156
12560,Takeoff,44411840
1590,Beyond,44413797
1909,Bruno Major,44416798
12508,TOKYO’S REVENGE,44421300
1603,Bibič,44425270
763,Amit Trivedi,44453610
4772,Ghostface Killah,44532154
854,Andy Rivera,44565531
4883,Grand Corps Malade,44570179
10814,Rashmeet Kaur,44614589
9353,Nahuel Pennisi,44632951
7373,Last Child,44636185
6510,KUMMER,44668219
1078,Ashanti,44796469
6176,Joker Bra,44838355
1625,Big2,44895750
7143,L.A.B.,44952427
6256,Josman,44964446
10917,Ren Ran,44969093
8921,Millonario & W. Corona,44975574
12418,Szpaku,45009104
4475,Fredo,45049110
6939,KitschKrieg,45286557
5583,Intocable,45344357
2350,ChocQuibTown,45412178
7848,Luiz Lins,45496875
7000,Kollegah,45571403
2691,DJ BOY,45590260
1687,Black Coffee,45649126
12642,Tay-K,45761762
4232,Farina,45769015
10374,Phoebe Bridgers,45810093
9191,Mula B,45822616
10836,Ravi Basrur,45847589
1576,Beste Zangers,45905167
7018,Kool Savas,45945313
3870,Elettra Lamborghini,45956313
11962,Skinnyfabs,45990345
13267,U2,46062109
1133,Aurélie,46089081
14148,Zahrah S Khan,46096075
14685,Đen,46116741
11625,Sedef Sebüktekin,46173278
14602,twocolors,46191602
3156,Dendelzinho,46214353
5201,Hearts & Colors,46223688
833,Andrelli,46223688
1934,Budah,46232985
10053,Ozbi,46239588
5374,Humberto & Ronaldo,46281596
8346,Manni Sandhu,46298856
8090,MHD,46332149
13498,Victoria Monét,46405357
1082,Ashley O,46406241
11682,Sevek,46580285
14673,Öwnboss,46580285
14427,j-hope,46627464
8917,Milky Chance,46737558
4971,Guru Randhawa,46740207
12775,The Edge,46805378
1799,Bono,46805378
6273,Joy Again,46900339
4169,FLY LO,46965254
2041,CIVO,46968971
5827,Jaira Burns,46981962
4093,Eva Celia,46991250
3303,Diskoria,46991250
8411,Maria Mena,47010408
852,Andy Grammer,47140536
12901,Thomas Rhett,47159717
2509,Contra,47191184
11445,Sam Kim,47270882
7712,Los Del Limit,47331037
13478,Vicente Garcia,47373064
9080,Monsieur Periné,47373064
12434,Sơn Tùng M-TP,47381647
1349,Baco Exu do Blues,47402453
1921,Brysa,47461658
168,A R I Z O N A,47497706
11784,Shilpa Rao,47531548
10001,Oruam,47536593
11589,Schürze,47551530
2789,DJ Robin,47551530
4838,Glockenbach,47638944
821,Andmesh,47919328
4175,FRENSHIP,47959157
1284,BLACHA,48059256
11274,SEKAI NO OWARI,48064447
10011,Oscu,48069352
3587,Dwele,48075798
8485,Mart Hoogkamer,48142849
12784,The Game,48158783
9767,Nusrat Fateh Ali Khan,48286614
1171,Ayaz Erdoğan,48312616
11281,SEVENTEEN,48362649
9473,Neima Ezza,48395490
7874,Lupillo Rivera,48415776
1217,B-Real,48415776
2337,Chino & Nacho,48456459
9005,Model,48477944
11521,Sara Kays,48486830
13691,Wegz,48585994
3137,Delaossa,48593379
13555,Vitinho Imperador,48690104
13745,Wilkinson,48690857
230,AK AUSSERKONTROLLE,48724730
7520,Lia Shine,48771720
1052,Artigeardit,48805888
9746,Nuca,48932182
848,André Nine,48936785
1224,B.O.C,48945953
9274,N.E.R.D,49040700
1644,Billkin,49101652
11120,Ronisia,49170913
7838,Luis Alfonso Partida El Yaki,49235694
2224,Cesar Mc,49262890
10872,Recycled J,49382006
420,Adolescent's Orquesta,49431874
7450,Lefty Sm,49523596
14571,skrilla,49708997
613,Alex Luna,49734566
2634,DAAZ,49734566
4786,Gibbs,49765247
11252,SALES,49768480
3742,EggPlantEgg,49774922
2068,Caio Luccas,49932335
5237,Henning May,49974016
7323,Laleilmanino,50176866
5562,Ink,50203180
3712,Eden Hason,50244100
10195,Paramore,50268536
4020,Era Istrefi,50292364
12705,Terence Lam,50297785
7460,Lele Blade,50341670
12312,Sub Urban,50366250
6358,Julión Álvarez y su Norteño Banda,50395870
1106,Astrid S,50565155
14397,girl in red,50581873
5684,J. Davi$,50604083
11031,Rob $tone,50604083
12165,Spooks,50604083
13046,Tony Bennett,50685340
13477,Vicente Fernández,50708337
13702,Wes,50727615
4879,Gradur,50824335
14098,Yzomandias,50824832
382,Adamlar,50834325
7646,Liz Gillies,50950651
7307,Lacrim,50985423
1813,Boro Boro,50985714
9426,Nathan Dawe,51155463
3963,Emis Killa,51218679
3475,Dopebwoy,51319525
9227,Mustafa Ceceli,51354471
3074,Davina Michelle,51433770
6199,Jonasu,51578104
3869,Elenko Music,51593507
6707,Kausar Munir,51638481
8074,MEAU,51655798
3344,Dj Harsh,51753491
1411,Banx & Ranx,51800699
9464,Neffa,51928706
13582,Vula,51938790
8375,Marc E. Bassy,51955729
3117,Deddy,51957215
11240,S10,51965002
1043,Arsy Widianto,52081939
2137,Cardenales De Nuevo León,52123693
1959,Buray,52169830
8611,Mavi Gri,52248277
10059,Oğuzhan Koç,52249634
161,99 Percent,52265128
9524,New Hope Club,52273541
2365,Chris Holsten,52343923
2798,DJ SpinKing,52397010
13620,WEY,52402496
6204,Jonna Fraser,52432092
14137,Zach Bryan,52447177
7998,MC Josh,52489138
8780,Menor Nico,52531030
1548,Benny Jamz,52534932
12265,Stevie Wonder,52551860
11393,Sacky,52797416
4295,Ferrugem,52823198
8956,Misellia,52866731
11865,Silent Sanctuary,52948949
3984,Empress Of,53040197
13661,Wall Hein,53099659
11549,Saske,53145192
6528,Kabe,53177476
2115,Cano,53202103
8029,MC Meno K,53241982
9907,Oliver Heldens,53290384
3179,Derya Uluğ,53392394
6920,Kings of Leon,53395583
9739,Noyz Narcos,53498481
9449,Naza,53523129
2086,Calle 24,53545793
14379,flexxy2115,53635395
11320,SKUTE BOBO,53661386
5189,Hawk,53689757
6260,Josylvio,53704360
8905,Miky Woodz,53811574
13551,Vishal-Shekhar,53883454
6737,Ke Personajes,53988603
2127,Capo,53993060
3177,Dere,54009652
7095,Kuqe 2115,54011900
8181,Mad Dogz,54137259
13541,Virgoun,54143070
3718,Edison Lighthouse,54178316
13004,Tokischa,54220030
10070,PA Sports,54247759
2266,Charly Black,54389307
13244,Tymek,54419191
5464,ITHAN NY,54428226
11094,Rolf Sanchez,54488576
12802,The Kooks,54511287
11559,Saudi,54591275
5495,Idgitaf,54599478
10267,Payal Dev,54618666
10422,Piotrek Lewandowski,54818828
1077,Ashafar,55004636
978,Arash Buana,55060925
4533,Fuse ODG,55063944
14230,Ziv Zaifman,55082314
10121,PSICOLOGI,55097197
8687,Mc Livinho,55135260
3400,Djonga,55214868
7083,Kukon,55241201
5280,Hikaru Utada,55268986
1466,BeMelo,55280273
13937,Yaşlı Amca,55281997
7695,Loren Allred,55370618
8017,MC Luan da BS,55459884
4264,Federico Rossi,55469430
8771,Melody,55471362
12596,Tani Yuuki,55471666
9826,ONE OK ROCK,55525467
7929,M.I.A.,55620238
12748,The Beach Boys,55620399
4088,Europa,55719059
4937,Grupo Marca Registrada,55729140
5792,Jaap Reesema,55753561
5107,Halva Priset,55890396
11216,Ryokuoushoku Shakai,55907079
6491,KK,55931583
4007,Eno,55969506
12204,Stars Music Chile,55972161
5576,Intactoz Corp.,56120092
11845,Sidoka,56120092
13489,Victor Cibrian,56146533
9433,Natos y Waor,56463472
9520,Nevada,56500936
4716,Gen Hoshino,56544818
6132,JoeyAK,56551349
5100,Hale,56648410
747,Amigdala,56648790
7243,LX,56775854
1915,Bryan Adams,56832547
6916,King Von,56926435
4651,Gaby Music,56988833
5770,JSX,57028004
52,1PLIKÉ140,57121189
14497,mor ve ötesi,57138831
1114,Ati242,57169546
414,Aditya A,57202599
13153,Trooh Hippi,57221437
2563,Critical,57232424
7757,Lothika,57237245
1610,Big Cvyu,57240291
4697,Gavin James,57382302
10441,Plan B,57424648
8623,Max e Luan,57483926
14918,和ぬか,57529104
312,AVO,57638267
9611,Nilesh Ahuja,57692402
2189,Cat Burns,57717513
4172,FOURTY,57756697
8027,MC Matheuzinho,57786564
14126,ZUTOMAYO,57869210
12300,Stunna 4 Vegas,57980699
8890,Mike WiLL Made-It,57980699
14473,maNga,58031594
7738,Los Plebes del Rancho de Ariel Camacho,58172951
13099,Trannos,58185193
5377,Huncho Jack,58287328
9775,Nyla,58287631
10294,Pentatonix,58371035
9013,Moha K,58412836
13130,Tribbs,58455728
7348,Landy,58462321
13226,Tuğkan,58535621
4529,Funzo & Baby Loud,58666375
11316,SIX60,58666555
899,Annalisa,58667474
12512,TOQUEL,58765672
3443,Don Chezina,58819220
8456,Mark Morrison,58828549
65,23,58861727
4757,Ghali,58907357
7484,Leo Rizzi,58939231
6439,K/DA,59130503
5831,Jake La Furia,59264575
3473,Doode,59278599
5035,HENTAI SHINSHI CLUB,59402807
14917,告五人,59626370
2232,Chael Produciendo,59671966
10949,Rex Orange County,59721053
5614,Isaiah Firebrace,59931948
14275,alPeDue,59933729
12105,Sonoko Inoue,59937373
11267,SDM,60017141
9554,Nickoog Clk,60046510
2882,Da-iCE,60148394
7248,La Adictiva Banda San José de Mesillas,60236709
9590,Nik Tendo,60282957
5783,JVKE,60377585
5079,Hagle,60398851
9148,Mozzy,60533897
10863,RealestK,60538187
7595,Lilas Ikuta,60541958
3782,El Bobe,60651513
12396,SwitchOTR,60701003
10909,Rema,60742249
11375,Sa4,60846537
8498,Martin Solveig,60905121
962,Ape Drums,60967508
14138,Zachi,60991904
7025,Kore,61018219
13775,Witt Lowry,61027886
2529,Costa Gold,61028570
1767,Bobo,61068455
8804,Metallica,61236873
10263,Pav Dharia,61334947
2443,Clayton & Romário,61419041
11883,Simba La Rue,61433272
1706,Blake Shelton,61456376
13645,Wac Toja,61585988
12020,Smiley,61733134
5909,Japãozin,61960533
4931,Grupo Codiciado,62001639
9483,Nelly,62197830
5027,HBz,62202026
1492,Bedo,62280999
4923,Grouplove,62530874
989,Arem Ozguc,62553476
1022,Arman Aydin,62553476
12076,Solar,62717255
7952,MARINA,62729139
9982,Organize,62740670
14280,andreas odbjerg,62816111
4994,Gwen Stefani,62981462
924,Ant Wan,63005332
14542,raissa anggiani,63120742
3265,Dimartino,63219028
8666,Mc Gabzin,63273374
3600,Dyo,63309733
12938,Tilly Birds,63348890
11744,Shashaa Tirupati,63389121
2459,ClockClock,63481992
9050,Molly Sandén,63486734
10318,Perro Primo,63497973
7291,La Santa Grifa,63755429
7176,LE SSERAFIM,63783150
11651,Semicenk,64071332
6241,Josef Bratan,64132087
14637,yama,64151412
1093,Asme,64167340
13930,Yaviah,64195889
10048,Ovy On The Drums,64301161
7867,Lune,64350512
4460,Frauenarzt,64434909
2483,Colapesce,64440999
9796,OAFF,64452386
11569,Savera,64452386
1376,Balbi El Chamako,64470463
12931,Tierry,64505933
5588,Ion Miles,64539363
6306,Judika,64587427
12495,TIX,64786304
9248,Myra Granberg,64848314
13923,Yasin,64967881
3674,Eagles,64996469
8798,Mesita,65182313
2500,Conjunto Primavera,65260870
3525,Dree Low,65408983
3325,Dj Adoni,65427556
2081,Calin,65565176
7855,Luke Christopher,65589960
5828,Jairo Vera,65615429
12992,Tobias Rahim,65674096
4106,Eve,65693930
6761,Kelly Ruíz,65783870
3088,Dayvi,65783870
12902,Thomas Stenström,65919276
5637,ItaloBrothers,65942709
7501,Leslie Grace,66180783
2561,Cristian D,66197408
8851,Michelle Williams,66314902
1867,Brett Eldredge,66368485
6791,Kep1er,66393469
14090,Yuridope,66485950
7986,MC Fahah,66488130
4164,FLEMMING,66528648
7969,MC 2jhow,66547227
665,Alicia Keys,66655918
1764,Bobby Shmurda,66698503
12733,Thaman S,66708679
4255,Favst,66710223
405,Adi Nowak,66718266
2321,Chief Keef,66777522
13769,Winona Oak,66781522
13146,Trobi,66849414
11659,Sentino,66874716
13250,Tz da Coronel,66881750
12557,Takagi & Ketra,67197295
5264,Heuss L'enfoiré,67294148
5334,Hornet La Frappe,67295990
7492,Leona Lewis,67333195
531,Akhil,67434817
12670,Tedua,67704928
13703,Wes Nelson,67705870
11788,Shindy,67845220
7699,Los 2 de la S,67990618
13350,VC Barre,68051517
9682,Noemi,68092166
9571,Nicolás Reyes,68098080
13007,Tom Gregory,68207318
7014,Kontra K,68290899
3777,El BAI,68447791
5184,Hatik,68493094
2813,DJ Tao,68495985
6810,Kevin Gates,68502381
10271,Peach Tree Rascals,68580792
13044,Tonino Baliardo,68593452
4818,Gipsy Kings,68593452
11350,SRNO,68628587
3210,Dhvani Bhanushali,68722541
12909,Three Man Down,68892091
7890,Luíza & Maurílio,68897182
6450,KALIM,68941774
4789,Giggs,69043785
11423,Salastkbron,69068405
13388,Vald,69179994
3772,Ekipa,69477760
9497,Neon Trees,69726740
10008,Oscar Maydon,69794617
12944,Timal,69881812
7260,La Factoria,70039368
10570,Ptazeta,70082842
14892,ヨルシカ,70087557
1557,Beret,70091802
2053,CORPSE,70152676
6472,KEVVO,70162546
10193,Papu DJ,70218410
12886,Theresa Rex,70325167
13518,VillaBanks,70535076
2961,Daniel Caon,70539448
2565,Crookers,70544572
1379,Ballinciaga,70686993
13291,Ultimo,70801000
2216,Cem Adrian,70864657
12289,Stray Kids,70973633
2930,Damas Gratis,71069046
166,@atutowy,71089514
6408,Jão,71282874
9484,Nelly Furtado,71307405
8655,Mc Delux,71471781
9198,Muni Long,71477770
1268,BHZ,71493413
2296,Chelsea Cutler,71493812
8453,Mark Eliyahu,71518809
12041,Snow Tha Product,71544168
1292,BLOOM VASE,71655644
9609,Nil Moliner,71660990
4715,Gemitaiz,71707576
10769,Rajat Nagpal,71743380
4105,Evdeki Saat,72043665
10815,Rashmi Virag,72060365
10791,Ramz,72135571
10232,Patron,72219157
2087,Callejero Fino,72318015
4188,Fabio Asher,72425360
9244,Mykola Dmytrovych Leontovych,72430337
6157,John Williams,72430337
1537,Benjamin Ingrosso,72515090
12996,Tochi Raina,72644418
9034,Mohit Chauhan,72866930
2297,Chema Rivas,72873350
4519,Fukaj,72905286
1804,Boomdabash,72911860
13890,Yahritza Y Su Esencia,73018271
5297,Hivi!,73064645
14207,Zeynep Bastık,73187799
14231,Ziva Magnolya,73207309
2345,Chivas,73384060
8325,Manan Bhardwaj,73569232
1874,Bring Me The Horizon,73580282
8755,Melek Mosso,73636087
8339,Maninder Buttar,73699731
2597,Cynthia Luz,73706359
8051,MC Tairon,73773903
3386,Dj Win,73773903
10677,RIN,73813932
6079,Jimin,73824316
5649,Ivan Cornejo,73903275
12756,The Carters,73965116
8823,Mi Banda El Mexicano,73991642
5016,HA SUNG WOON,74078944
5942,Javed-Mohsin,74096135
11854,Sigourney K,74417268
2386,Christian Daniel,74573848
1215,B-Case,74581355
12038,Snova,74581355
13476,Vice,74643102
1027,Armin van Buuren,74723742
10126,PUBLIC,74839305
12219,Stebin Ben,74840245
12658,Tears For Fears,74850550
3766,Eix,74884003
6257,Jossef,74884003
4230,Farid Bang,74941332
9220,Musical Youth,75088866
4989,Guzior,75137093
10981,Ricky Montgomery,75354283
183,A-Wall,75371646
1864,Bresh,75376747
8230,Magiera,75382972
13088,Tove Lo,75789278
5723,JENNIE,75793587
2512,Cookin' On 3 Burners,75824507
12559,Takaya Kawasaki,75846844
202,ABBA,76029726
4274,Felipe Araújo,76203754
12725,Th CDM,76231974
4684,Garrett Nash,76266817
5497,Idina Menzel,76438700
3986,Emraan Hashmi,76473373
6628,Karan Aujla,76513198
1579,Beteo,76546944
13886,Yade Lauren,76564237
5380,Hungria Hip Hop,76624420
4038,Erika Sirola,76627763
2269,Chase Atlantic,76715999
12947,Timbaland,76869085
6536,Kacperczyk,76920640
8003,MC Kapela,77059290
8700,Mc Phe Cachorrera,77059290
10798,Randy,77276772
5849,Jamby El Favo,77355856
3778,El Barto,77371136
358,Abraham Mateo,77383540
11894,Simon la Letra,77626842
4743,Gerardo Ortiz,77673358
2360,Chris Beats Zn,77761981
5166,Harrdy Sandhu,77813291
14693,İkilem,77932077
2829,DJ Yuri Martins,77959253
9913,Olivia O'Brien,77960583
8389,Marcos & Belutti,77990605
8215,Maejor,78028545
12510,TOMORROW X TOGETHER,78226436
12891,Thiago Jhonathan (TJ),78281101
499,Aimer,78310863
4936,Grupo Los de la O,78391450
9911,Olivia Holt,78421862
14490,mgng,78496633
3113,December Avenue,78518775
8534,Massimo Pericolo,78659541
13556,Vito Bambino,78786771
4660,Galee Galee,78882575
3078,Dawid Podsiadło,78974174
2349,Chlöe,79132778
2656,DEKKO,79220877
6271,Jovem Dionisio,79248941
7962,MAX,79283304
12025,Smolasty,79326353
9147,Mozzik,79490790
3247,Digga D,79503369
11065,Rochak Kohli,79629923
6281,João Bosco e Gabriel,79708170
5116,Hamza,79723398
7538,Lijpe,79822078
11303,SHUNE,79908275
2722,DJ Fle,79965800
2502,Conkarah,79965800
10122,PSR,79978592
8961,Miss Li,80341255
3018,Daria Zawiałow,80391237
1581,Beto Sierra,80410911
10583,Pusha T,80418651
14096,Yxng Bane,80866707
514,Aitch,80906362
14086,Yura Yunita,80914155
13458,Veronica Maggio,80963515
1937,Budi Doremi,81110732
7839,"Luis Angel ""El Flaco""",81129143
13519,Villano Antillano,81238637
987,Ardhito Pramono,81264912
7973,MC Braz,81360100
13752,Will Smith,81500212
7959,MASNY BEN,81951354
